Freq.	V(vout)
6.93473700905062e+001	3.76352617149498e+000
7.09626778467150e+001	3.78951687115470e+000
7.26156109540202e+001	3.81428930735348e+000
7.43070458194344e+001	3.83789656645521e+000
7.60378792641121e+001	3.86038989994520e+000
7.78090289988560e+001	3.88181873344482e+000
7.96214341106993e+001	3.90223068196972e+000
8.14760555608224e+001	3.92167157082137e+000
8.33738766940670e+001	3.94018546149694e+000
8.53159037603184e+001	3.95781468204108e+000
8.73031664480331e+001	3.97459986127380e+000
8.93367184301925e+001	3.99057996636089e+000
9.14176379229749e+001	4.00579234321980e+000
9.35470282574395e+001	4.02027275928640e+000
9.57260184645275e+001	4.03405544819307e+000
9.79557638736891e+001	4.04717315595449e+000
1.00237446725454e+002	4.05965718826764e+000
1.02572276798273e+002	4.07153745859039e+000
1.04961492049954e+002	4.08284253667165e+000
1.07406359274050e+002	4.09359969725146e+000
1.09908174771525e+002	4.10383496867169e+000
1.12468265038070e+002	4.11357318117095e+000
1.15087987467431e+002	4.12283801465820e+000
1.17768731071118e+002	4.13165204579072e+000
1.20511917214871e+002	4.14003679420331e+000
1.23319000372296e+002	4.14801276775743e+000
1.26191468896038e+002	4.15559950669638e+000
1.29130845806931e+002	4.16281562662465e+000
1.32138689601519e+002	4.16967886022404e+000
1.35216595078396e+002	4.17620609765927e+000
1.38366194183787e+002	4.18241342561884e+000
1.41589156876827e+002	4.18831616496858e+000
1.44887192014998e+002	4.19392890699134e+000
1.48262048260183e+002	4.19926554820426e+000
1.51715515005836e+002	4.20433932375679e+000
1.55249423325738e+002	4.20916283940825e+000
1.58865646944856e+002	4.21374810211022e+000
1.62566103232819e+002	4.21810654920519e+000
1.66352754220534e+002	4.22224907627171e+000
1.70227607640475e+002	4.22618606364778e+000
1.74192717991216e+002	4.22992740166184e+000
1.78250187626749e+002	4.23348251461525e+000
1.82402167871181e+002	4.23686038355412e+000
1.86650860159398e+002	4.24006956787332e+000
1.90998517204287e+002	4.24311822579620e+000
1.95447444191162e+002	4.24601413378007e+000
1.99999999999999e+002	4.24876470488900e+000
2.04658598456150e+002	4.25137700618825e+000
2.09425709610179e+002	4.25385777519919e+000
2.14303861047521e+002	4.25621343546938e+000
2.19295639228636e+002	4.25845011130623e+000
2.24403690860392e+002	4.26057364171064e+000
2.29630724299376e+002	4.26258959356831e+000
2.34979510987905e+002	4.26450327413619e+000
2.40452886923482e+002	4.26631974286767e+000
2.46053754162476e+002	4.26804382262150e+000
2.51785082358833e+002	4.26968011028830e+000
2.57649910338626e+002	4.27123298688276e+000
2.63651347711281e+002	4.27270662712295e+000
2.69792576518330e+002	4.27410500854790e+000
2.76076852920576e+002	4.27543192018736e+000
2.82507508924550e+002	4.27669097083175e+000
2.89087954149185e+002	4.27788559691657e+000
2.95821677633641e+002	4.27901907005113e+000
3.02712249687241e+002	4.28009450421742e+000
3.09763323782495e+002	4.28111486266241e+000
3.16978638492222e+002	4.28208296449063e+000
3.24362019471785e+002	4.28300149099546e+000
3.31917381487511e+002	4.28387299172866e+000
3.39648730492348e+002	4.28469989032588e+000
3.47560165749874e+002	4.28548449010949e+000
3.55655882007783e+002	4.28622897947189e+000
3.63940171721995e+002	4.28693543704892e+000
3.72417427332572e+002	4.28760583670068e+000
3.81092143592648e+002	4.28824205229989e+000
3.89968919951608e+002	4.28884586234168e+000
3.99052462993775e+002	4.28941895437269e+000
4.08347588933904e+002	4.28996292925696e+000
4.17859226170806e+002	4.29047930527276e+000
4.27592417900445e+002	4.29096952205547e+000
4.37552324789909e+002	4.29143494437983e+000
4.47744227713666e+002	4.29187686579946e+000
4.58173530553553e+002	4.29229651213060e+000
4.68845763063983e+002	4.29269504480621e+000
4.79766583803896e+002	4.29307356407770e+000
4.90941783137004e+002	4.29343311209212e+000
5.02377286301914e+002	4.29377467583410e+000
5.14079156553771e+002	4.29409918993879e+000
5.26053598379074e+002	4.29440753938423e+000
5.38306960785381e+002	4.29470056205867e+000
5.50845740667631e+002	4.29497905121439e+000
5.63676586252888e+002	4.29524375780754e+000
5.76806300625319e+002	4.29549539272442e+000
5.90241845333275e+002	4.29573462890742e+000
6.03990344080401e+002	4.29596210337568e+000
6.18059086502716e+002	4.29617841914278e+000
6.32455532033673e+002	4.29638414704764e+000
6.47187313859254e+002	4.29657982748498e+000
6.62262242965179e+002	4.29676597205334e+000
6.77688312278402e+002	4.29694306511778e+000
6.93473700905060e+002	4.29711156528716e+000
7.09626778467148e+002	4.29727190682179e+000
7.26156109540200e+002	4.29742450095803e+000
7.43070458194342e+002	4.29756973716883e+000
7.60378792641119e+002	4.29770798435398e+000
7.78090289988558e+002	4.29783959196397e+000
7.96214341106991e+002	4.29796489106788e+000
8.14760555608222e+002	4.29808419535697e+000
8.33738766940667e+002	4.29819780209690e+000
8.53159037603181e+002	4.29830599302577e+000
8.73031664480328e+002	4.29840903520299e+000
8.93367184301922e+002	4.29850718180899e+000
9.14176379229746e+002	4.29860067290227e+000
9.35470282574392e+002	4.29868973613367e+000
9.57260184645272e+002	4.29877458741856e+000
9.79557638736888e+002	4.29885543157355e+000
1.00237446725454e+003	4.29893246291599e+000
1.02572276798272e+003	4.29900586582923e+000
1.04961492049954e+003	4.29907581529763e+000
1.07406359274050e+003	4.29914247740982e+000
